"carat","cut","color","clarity","depth","table","price","x","y","z"
0.71,"Premium","H","SI1",62.3,61,2049,5.65,5.61,3.51
1.09,"Ideal","F","SI1",62,56,5922,6.61,6.56,4.08
0.9,"Very Good","H","SI1",62.3,58,3595,6.16,6.19,3.85
0.53,"Very Good","G","VS1",60.9,56,1636,5.24,5.27,3.2
1.27,"Very Good","F","VVS1",62.5,56,13200,6.99,6.93,4.35
0.96,"Fair","H","I1",64.3,59,1739,6.38,5.88,3.98
0.32,"Ideal","E","VS1",62.3,54,825,4.37,4.4,2.73
0.51,"Premium","D","VS1",60,58,2203,5.19,5.14,3.1
1.2,"Very Good","H","VS2",63.3,57,6000,6.78,6.68,4.26
0.76,"Ideal","E","SI1",62.5,57,3033,5.8,5.82,3.63
0.36,"Ideal","F","SI1",61.5,57,600,4.55,4.59,2.81
1.01,"Very Good","D","SI2",59.1,63,3605,6.54,6.59,3.88
0.32,"Premium","H","VS1",62.3,58,720,4.39,4.34,2.72
0.36,"Premium","E","SI1",62.2,59,756,4.57,4.53,2.83
0.4,"Good","D","VS2",63.5,55,891,4.66,4.69,2.97
2.14,"Ideal","H","SI1",61.5,57,18528,8.36,8.29,5.12
0.96,"Very Good","G","SI1",63.2,57,4247,6.27,6.23,3.95
1.7,"Premium","E","VS2",58.6,62,18342,7.92,7.84,4.62
1.12,"Ideal","E","VS2",61.9,56,9710,6.65,6.68,4.13
1.02,"Very Good","E","SI2",62.9,56,4398,6.36,6.43,4.02
0.4,"Very Good","F","VS2",62.9,57,842,4.69,4.72,2.96
0.3,"Premium","I","SI1",60.9,59,394,4.34,4.36,2.65
0.61,"Very Good","E","SI1",62.2,60,1983,5.44,5.4,3.37
0.75,"Ideal","J","SI1",61.5,56,2850,5.83,5.87,3.6
1.74,"Premium","H","SI2",59.9,59,10874,7.88,7.8,4.7
0.36,"Premium","E","SI2",61.5,61,518,4.63,4.57,2.83
0.54,"Ideal","F","VS2",62.3,56,1662,5.17,5.2,3.23
1.12,"Premium","F","VVS2",62.4,59,10028,6.58,6.66,4.13
0.36,"Very Good","E","VS2",62.8,55,789,4.49,4.56,2.84
1,"Good","F","SI2",61.8,58,4053,6.43,6.48,3.99
2.52,"Fair","J","SI2",65.1,56,15776,8.51,8.43,5.51
0.31,"Good","H","VS2",63.1,57,489,4.28,4.31,2.71
1.02,"Good","E","SI2",64.2,59,4414,6.26,6.2,4
1.12,"Premium","H","SI2",61.4,59,3889,6.69,6.66,4.1
0.58,"Ideal","F","VS2",62.4,57,1798,5.31,5.33,3.32
1.03,"Very Good","G","VS2",58.8,63,6806,6.7,6.61,3.91
0.33,"Ideal","F","VVS1",62.4,54,880,4.44,4.47,2.78
0.31,"Premium","G","SI2",61.3,58,408,4.37,4.4,2.69
1.01,"Ideal","D","VVS2",61.7,57,10761,6.43,6.47,3.98
1.03,"Very Good","G","SI1",59.4,60,5353,6.61,6.66,3.94
0.32,"Ideal","E","VS2",62.7,55,702,4.36,4.38,2.74
1.07,"Very Good","G","VS2",62.9,59,6525,6.49,6.52,4.09
0.77,"Very Good","F","SI2",59.7,57,2334,5.97,6.05,3.59
1.01,"Very Good","E","SI2",59.4,59,3857,6.49,6.51,3.86
1.22,"Premium","D","VS2",59.6,60,8950,6.97,6.95,4.15
0.32,"Ideal","G","VS2",61.4,55,720,4.46,4.4,2.72
0.5,"Good","E","VS1",60.3,62,1690,5.1,5.11,3.08
1.01,"Very Good","H","SI1",62.7,58,4743,6.36,6.34,3.98
0.56,"Premium","E","SI1",62.5,59,1653,5.24,5.2,3.26
0.59,"Premium","E","VS2",59.1,61,1641,5.61,5.53,3.29
2.18,"Ideal","I","VS2",62,57,13769,8.35,8.24,5.14
0.56,"Very Good","D","VVS2",61.6,59,2612,5.27,5.34,3.27
1.5,"Ideal","H","SI2",62.8,55,8614,7.27,7.31,4.58
1.6,"Ideal","J","SI1",62.2,55,8138,7.46,7.53,4.66
1.01,"Very Good","G","IF",62.8,57,8621,6.39,6.42,4.02
2,"Premium","I","VS2",60.7,60,16544,8.02,8.07,4.88
1.65,"Premium","G","I1",62,59,6788,7.53,7.57,4.68
1.01,"Very Good","E","SI1",63.1,57,5973,6.4,6.37,4.03
0.43,"Very Good","G","VVS1",60.7,57,1143,4.87,4.89,2.96
2.02,"Ideal","J","SI1",62.4,56,12591,8.03,8.19,5.06
0.3,"Ideal","F","VS2",60.7,57,776,4.34,4.29,2.62
0.82,"Premium","E","SI1",61.2,61,3211,5.98,5.95,3.65
2.09,"Premium","J","SI1",62.2,59,13864,8.23,8.16,5.1
0.82,"Very Good","E","VS2",62.8,59,4135,5.92,5.93,3.72
2.02,"Very Good","J","SI1",63,56,12267,7.95,8.01,5.03
1.58,"Ideal","H","SI1",61.4,56,10738,7.53,7.46,4.6
1.11,"Premium","I","VS2",58.3,60,4744,6.84,6.78,3.97
0.33,"Very Good","D","VS2",62.5,59,681,4.39,4.41,2.75
0.78,"Ideal","F","SI2",60.6,55,2386,6,5.99,3.63
0.55,"Premium","G","SI1",60.2,59,1848,5.32,5.28,3.19
0.33,"Ideal","G","VS2",62.2,56,743,4.44,4.43,2.76
0.3,"Premium","G","VS1",61.9,59,776,4.32,4.3,2.67
0.34,"Ideal","F","VVS1",62,56,967,4.45,4.49,2.77
0.3,"Premium","H","VS2",61.1,59,608,4.37,4.3,2.65
0.31,"Premium","E","VVS1",62,59,789,4.3,4.34,2.68
1.01,"Ideal","H","SI1",61.2,56,5664,6.44,6.47,3.95
1.62,"Premium","H","SI2",63,58,6350,7.47,7.41,4.69
1.12,"Ideal","G","VS1",62.5,54,8394,6.65,6.69,4.17
1.1,"Ideal","J","VS2",62.4,55,4537,6.59,6.64,4.13
0.74,"Very Good","G","SI2",63.3,57,2398,5.73,5.7,3.62
0.34,"Ideal","E","SI1",60.7,57,765,4.51,4.48,2.73
0.32,"Ideal","G","VS1",61.3,57,645,4.37,4.4,2.69
1.6,"Premium","D","SI2",61.9,58,10064,7.54,7.49,4.65
1,"Very Good","I","VS2",64,54,4739,6.28,6.34,4.04
0.33,"Ideal","E","VS2",62.1,56,723,4.4,4.45,2.75
0.81,"Ideal","H","SI1",62.1,54,2435,6,6.02,3.73
1,"Good","H","VS2",63.8,59,4028,6.28,6.26,4
0.3,"Ideal","G","VS1",61.4,55,673,4.38,4.32,2.67
0.29,"Very Good","E","VS1",58.9,56,504,4.35,4.37,2.57
1.35,"Ideal","J","VS2",61.4,57,5862,7.1,7.13,4.37
0.42,"Ideal","E","VS2",61.6,57,908,4.79,4.82,2.96
1.01,"Good","F","SI1",64.2,58,4276,6.33,6.31,4.06
0.91,"Very Good","E","SI2",62.8,59,3968,6.13,6.16,3.86
1,"Very Good","H","VS2",63.3,53,5000,6.42,6.37,4.05
0.3,"Ideal","E","VVS2",61.9,59,766,4.27,4.3,2.65
0.5,"Good","D","SI2",61.9,63,1175,5.05,5.07,3.13
1.28,"Premium","H","SI1",59.9,59,6580,7.05,7.08,4.23
0.73,"Ideal","G","SI1",61.7,57,3089,5.78,5.81,3.57
0.65,"Premium","E","SI2",61.4,59,1640,5.57,5.52,3.41
1.52,"Premium","E","VS1",59.9,60,16779,7.47,7.39,4.45
0.9,"Premium","D","SI1",62.2,58,4612,6.18,6.11,3.82
1,"Premium","H","VS2",61.5,61,5000,6.45,6.4,3.95
1.19,"Ideal","H","SI2",62,57,4914,6.77,6.81,4.21
1.5,"Premium","F","VS2",60.3,58,14486,7.47,7.39,4.48
0.32,"Ideal","E","VS2",62.3,56,900,4.41,4.38,2.74
0.77,"Good","H","SI2",58.6,64,2262,6.01,5.93,3.5
0.44,"Very Good","H","IF",61.1,57,1194,4.91,4.94,3.01
0.34,"Ideal","G","IF",61.6,54,974,4.49,4.53,2.78
0.41,"Ideal","I","VS2",61.2,56,1056,4.77,4.81,2.93
0.73,"Ideal","E","VS1",61.2,57,3620,5.85,5.8,3.57
1.64,"Premium","H","SI1",59.2,58,10874,7.76,7.68,4.57
0.9,"Ideal","D","SI2",62.4,56,4078,6.16,6.24,3.87
0.71,"Ideal","E","SI2",59.5,57,2511,5.87,5.82,3.48
1.65,"Premium","F","SI2",60.5,61,9693,7.7,7.65,4.64
2.01,"Good","J","SI1",64.3,54,8104,8.05,7.95,5.14
1.24,"Ideal","J","VS2",62.8,56,5451,6.83,6.8,4.28
0.31,"Ideal","F","VS2",61.9,54,802,4.38,4.35,2.7
1.14,"Very Good","G","SI2",59.5,59,4935,6.79,6.85,4.06
1.01,"Premium","E","SI1",62.4,58,4399,6.37,6.42,3.99
1.04,"Premium","H","VS2",62.7,61,5416,6.48,6.44,4.05
0.93,"Very Good","E","VS2",61.4,58,5616,6.22,6.29,3.84
0.53,"Very Good","G","SI2",60.9,55,1092,5.26,5.29,3.21
1.22,"Premium","J","SI2",62.1,59,4509,6.82,6.77,4.22
0.52,"Ideal","G","VVS2",59.8,57,2012,5.26,5.24,3.14
0.4,"Very Good","D","VVS2",62.2,54,1263,4.75,4.77,2.96
1,"Ideal","J","SI2",62.1,56,3465,6.34,6.41,3.96
0.43,"Ideal","E","VS2",62,57,1048,4.85,4.82,3
0.25,"Very Good","E","VVS2",62.2,58,548,4.03,4.11,2.53
1.33,"Very Good","H","SI2",62.5,58,6482,7.04,6.97,4.38
1.25,"Ideal","G","IF",60.2,54,11511,6.99,7.03,4.22
1.51,"Ideal","H","VS2",62.5,55,10959,7.34,7.29,4.57
0.75,"Very Good","E","SI1",63,55,2753,5.76,5.79,3.64
0.79,"Premium","F","VS2",63,59,2953,5.84,5.8,3.66
0.7,"Very Good","D","VS2",63.2,60,3033,5.61,5.56,3.53
0.37,"Ideal","G","VS2",60.3,56,682,4.67,4.7,2.83
0.54,"Premium","F","VS2",61.8,58,1786,5.29,5.22,3.25
0.31,"Ideal","H","VVS1",62.2,56,707,4.34,4.37,2.71
0.33,"Ideal","E","VS2",61.5,57,928,4.47,4.41,2.73
0.48,"Ideal","I","VVS2",62.1,56,1061,5.01,5.04,3.12
0.31,"Ideal","H","VS2",61.7,55,507,4.34,4.38,2.69
0.9,"Very Good","E","SI2",64.2,54,3449,6.08,6.11,3.91
1.25,"Premium","H","VS2",60.4,59,7246,6.92,6.96,4.19
0.34,"Ideal","G","SI1",61.8,54.4,531,4.49,4.52,2.79
0.75,"Ideal","D","VS2",61.1,55,3679,5.87,5.89,3.6
0.7,"Ideal","H","SI1",61.2,58,2138,5.74,5.77,3.52
1.3,"Premium","F","SI1",61.4,59,8164,7.01,6.97,4.29
0.31,"Premium","I","VVS1",62.2,60,732,4.32,4.3,2.68
0.55,"Ideal","G","VS1",60.9,55,1841,5.27,5.31,3.22
0.92,"Ideal","E","SI2",62.6,57,4309,6.22,6.18,3.88
0.9,"Ideal","D","SI2",60.8,56,4167,6.26,6.24,3.8
0.53,"Very Good","D","SI1",60.9,59,1415,5.18,5.2,3.16
2.08,"Premium","I","SI1",60.3,59,15065,8.26,8.22,4.97
0.3,"Premium","J","SI1",62.7,59,450,4.27,4.21,2.66
1.13,"Very Good","H","SI1",63.3,56,4689,6.65,6.62,4.2
0.9,"Very Good","I","VS2",63.3,58,3519,6.07,6.13,3.86
0.51,"Premium","E","SI1",60.3,56,1443,5.27,5.17,3.15
0.3,"Ideal","G","VVS2",63,57,878,4.32,4.28,2.71
0.41,"Premium","I","VVS2",62.9,58,1061,4.74,4.71,2.97
0.7,"Very Good","E","VS1",58.4,59,2904,5.83,5.91,3.43
0.52,"Very Good","G","VS1",62.4,60,1689,5.11,5.12,3.19
0.32,"Ideal","I","VS2",63,57,576,4.37,4.33,2.74
0.33,"Ideal","G","VVS2",62.7,55,752,4.41,4.46,2.78
0.3,"Premium","I","VS1",59.8,60,473,4.34,4.36,2.6
0.31,"Premium","G","SI1",62.4,55,593,4.34,4.31,2.7
1.11,"Very Good","D","SI1",61.6,57,5915,6.66,6.59,4.08
1.46,"Very Good","I","SI1",62.5,57,7146,7.15,7.19,4.48
0.64,"Ideal","E","VVS2",62.1,53,3157,5.51,5.54,3.43
1.67,"Very Good","I","VS2",60.7,60,10165,7.61,7.68,4.64
0.32,"Very Good","F","VS2",59.7,62,602,4.38,4.43,2.63
2.65,"Premium","G","SI2",62,61,16314,8.82,8.75,5.45
0.3,"Very Good","G","VVS2",62.8,60,684,4.25,4.28,2.68
0.9,"Ideal","I","VS1",60.9,60,4492,6.2,6.24,3.79
0.55,"Very Good","I","SI2",63.1,58,1041,5.15,5.19,3.26
0.42,"Premium","E","VS1",59.5,59,1105,4.86,4.88,2.9
0.32,"Very Good","H","VS2",62.7,54,505,4.39,4.41,2.76
0.32,"Ideal","F","VS2",61.2,56,828,4.44,4.41,2.71
0.3,"Ideal","D","SI1",61.7,56,552,4.31,4.35,2.67
0.56,"Ideal","D","VS2",60.6,56,1963,5.33,5.37,3.24
1.02,"Very Good","G","VS1",62,59,6126,6.39,6.45,3.98
0.3,"Premium","H","VVS2",60.8,60,776,4.33,4.29,2.62
0.49,"Very Good","F","SI1",62.5,57,1116,4.99,5.02,3.13
1.04,"Ideal","H","VVS2",62.2,55,6619,6.48,6.52,4.04
0.32,"Premium","G","SI1",62.5,58,612,4.43,4.4,2.76
0.73,"Very Good","E","SI2",63.1,59,1975,5.76,5.72,3.62
1,"Premium","F","VS2",62.1,58,6047,6.45,6.36,3.96
1.06,"Ideal","F","VS2",62.1,55,7334,6.52,6.55,4.06
0.7,"Premium","G","I1",61.9,58,1650,5.74,5.69,3.54
0.31,"Ideal","G","SI1",62.2,55,462,4.35,4.36,2.71
0.7,"Good","D","VVS1",59.2,59,4198,5.76,5.79,3.42
0.32,"Premium","G","VVS2",61.6,60,730,4.37,4.4,2.7
0.42,"Ideal","E","SI2",62.7,55,882,4.79,4.78,3
0.32,"Ideal","E","SI2",61.3,56,456,4.42,4.45,2.72
0.41,"Ideal","D","VS1",61.3,54,1151,4.8,4.83,2.95
0.37,"Ideal","H","IF",61.8,55,936,4.65,4.67,2.88
0.49,"Very Good","D","SI1",58.6,60,1174,5.14,5.2,3.03
0.3,"Ideal","D","VS2",61.7,55,911,4.36,4.33,2.68
0.71,"Ideal","I","VVS2",60.4,57,3007,5.78,5.81,3.5
0.41,"Ideal","E","VS1",62.1,55,1079,4.77,4.8,2.97
1.9,"Premium","J","SI1",61.9,57,10885,7.98,7.95,4.93
2.01,"Premium","H","SI2",60.5,61,16287,8.14,8.09,4.91
1.03,"Fair","E","SI2",65.3,59,3876,6.3,6.25,4.1
1.51,"Ideal","G","SI2",60.8,57,8794,7.44,7.39,4.51
1.12,"Ideal","E","SI2",60.5,55,5000,6.73,6.79,4.09
0.5,"Ideal","D","SI2",61.6,57,1332,5.13,5.1,3.15
1.51,"Fair","H","SI1",65.8,62,8260,7.1,7.06,4.66
0.32,"Very Good","I","VVS1",60.1,61,589,4.4,4.45,2.66
0.71,"Very Good","I","VS1",62.2,59,2432,5.7,5.74,3.56
2.01,"Ideal","J","VS1",60.9,56,16319,8.14,8.18,4.97
1.23,"Ideal","I","VVS1",62.1,57,7117,6.9,6.83,4.26
0.32,"Ideal","H","VS1",61.5,57,720,4.42,4.4,2.71
0.3,"Ideal","F","VS2",61.6,57,776,4.32,4.28,2.65
0.63,"Ideal","F","VVS2",61.2,56,3351,5.53,5.55,3.39
0.31,"Premium","H","IF",60.5,58,1046,4.44,4.38,2.67
0.39,"Premium","G","VS2",59.8,61,942,4.75,4.72,2.83
0.63,"Ideal","E","VVS1",61.1,58,3181,5.49,5.54,3.37
0.54,"Ideal","G","VS1",60.7,57,2274,5.29,5.26,3.2
0.65,"Ideal","J","SI1",61.9,54,1214,5.6,5.62,3.47
0.41,"Very Good","D","SI2",62.7,58,683,4.75,4.78,2.99
1.16,"Premium","H","SI2",58.8,61,4157,6.93,6.84,4.05
0.5,"Premium","D","VS2",62.8,58,1845,5.07,5.03,3.17
2,"Very Good","I","VS2",59.5,62,15510,8.13,8.21,4.86
0.7,"Very Good","E","VVS1",61.6,61,4171,5.7,5.73,3.52
1.5,"Very Good","E","VS2",62.1,60,14639,7.27,7.32,4.53
0.71,"Ideal","E","SI2",62.7,56,2550,5.68,5.71,3.57
0.41,"Very Good","F","VS2",62.6,58,863,4.75,4.81,2.99
0.5,"Ideal","E","VS2",61.6,56,1554,5.1,5.13,3.15
0.5,"Good","I","VS1",61.2,61,1193,5.03,5.06,3.09
1.29,"Ideal","F","VS1",60.7,57,11197,7.08,7.05,4.29
0.39,"Very Good","G","VS2",63.4,57,1009,4.67,4.63,2.95
0.35,"Very Good","E","VS2",61.4,58,665,4.51,4.55,2.78
0.9,"Ideal","E","SI2",62,55,3662,6.15,6.23,3.84
1.57,"Ideal","G","VS1",61.9,55,13462,7.53,7.47,4.64
0.77,"Very Good","G","VVS1",62.7,54,3966,5.84,5.89,3.67
0.72,"Ideal","J","VVS1",62.4,58,2139,5.71,5.76,3.58
0.41,"Premium","F","SI1",59.8,59,969,4.85,4.82,2.89
0.5,"Good","G","VVS2",63.8,56,1806,5.06,5.03,3.22
0.76,"Premium","E","SI2",61.3,59,2303,5.85,5.83,3.58
0.8,"Ideal","E","SI1",62.3,54,3622,5.95,5.97,3.71
0.32,"Ideal","F","VS2",62.6,55,645,4.38,4.41,2.75
1.02,"Very Good","D","SI1",63.5,61,5598,6.35,6.27,4.01
1.16,"Ideal","H","SI1",62.2,54,6036,6.72,6.75,4.19
1.21,"Premium","D","VVS2",61.1,59,14841,6.9,6.89,4.21
1.05,"Premium","E","VVS2",59.6,60,9858,6.61,6.58,3.93
1,"Very Good","E","SI2",59.1,61,4004,6.39,6.44,3.79
0.73,"Premium","F","SI1",62.4,55,2346,5.78,5.71,3.59
0.3,"Ideal","F","SI1",60.2,56,475,4.36,4.41,2.64
0.53,"Ideal","H","SI1",60.8,56,1268,5.27,5.29,3.21
1.2,"Ideal","I","VS2",63.2,59,5699,6.73,6.68,4.24
0.3,"Ideal","H","SI1",62.2,53,514,4.29,4.32,2.68
0.32,"Ideal","E","VVS1",61.9,55,1020,4.41,4.38,2.72
0.37,"Very Good","G","VS1",58.4,59,657,4.76,4.69,2.76
0.51,"Very Good","H","VS1",60.7,56,1628,5.18,5.21,3.16
0.73,"Ideal","J","SI1",61.3,57,1956,5.82,5.8,3.56
0.31,"Ideal","F","VS2",61.8,53,591,4.36,4.38,2.7
1.5,"Premium","F","I1",62.6,57,4096,7.33,7.21,4.55
0.31,"Ideal","F","VS1",60.6,56,872,4.42,4.39,2.67
0.4,"Premium","G","VS1",60.7,58,1125,4.81,4.78,2.91
0.72,"Premium","H","VS2",60.7,59,2583,5.84,5.8,3.53
0.61,"Ideal","I","VVS1",62.5,54,1713,5.43,5.49,3.41
0.34,"Ideal","E","SI1",62.1,55,596,4.47,4.51,2.79
0.76,"Very Good","E","VS2",63,59,3162,5.76,5.79,3.64
1.01,"Premium","F","SI2",62.2,58,3597,6.4,6.37,3.97
1.01,"Ideal","J","VS2",62.3,55,4425,6.4,6.44,4
0.8,"Ideal","F","SI2",61.8,56,2564,5.97,6,3.7
0.9,"Fair","G","SI1",65.4,59,3145,6.04,6,3.94
1.01,"Ideal","G","SI2",61.5,57,4299,6.5,6.42,3.97
0.75,"Ideal","F","SI1",61.8,56,3336,5.84,5.87,3.62
0.57,"Ideal","D","VS2",61.7,57,1865,5.3,5.33,3.28
0.9,"Very Good","I","VS1",63.2,57,3484,6.1,6.05,3.84
0.47,"Ideal","G","VVS2",62.2,53,1618,5,5.04,3.12
0.5,"Ideal","F","VS1",61.6,57,1695,5.07,5.09,3.13
0.39,"Very Good","E","VS2",60.9,58,793,4.72,4.77,2.89
0.27,"Ideal","E","VVS2",62.2,55,799,4.17,4.12,2.58
0.4,"Good","D","SI2",63.4,59,622,4.67,4.7,2.97
0.78,"Ideal","J","VS1",61.4,57,2426,5.9,5.93,3.63
0.52,"Very Good","E","SI2",62.6,58,1190,5.11,5.14,3.21
1.53,"Very Good","F","VVS2",62.8,59,17057,7.28,7.34,4.59
1.37,"Premium","G","SI2",62.4,58,6260,7.1,7,4.4
1.7,"Very Good","I","VS2",58.5,59,11190,7.81,7.89,4.59
0.5,"Premium","F","VS1",58,59,1715,5.3,5.22,3.05
0.53,"Premium","H","SI1",59.4,60,1132,5.24,5.26,3.12
0.42,"Ideal","G","VS2",60.8,57,1087,4.85,4.82,2.94
0.32,"Premium","H","VVS2",61.6,55,828,4.44,4.42,2.73
0.37,"Premium","G","VS1",58.4,59,817,4.76,4.69,2.76
0.32,"Very Good","G","SI2",60.7,61,388,4.42,4.47,2.7
0.3,"Very Good","G","VS1",63.1,56,776,4.26,4.24,2.68
0.58,"Very Good","G","SI1",61.9,56,1379,5.35,5.39,3.32
1.02,"Premium","D","SI2",62.8,55,5055,6.46,6.38,4.03
0.25,"Fair","E","VS1",55.2,64,361,4.21,4.23,2.33
1.91,"Premium","I","SI1",59.6,60,13092,8.02,7.98,4.77
0.4,"Ideal","D","VVS2",61.9,56,1323,4.76,4.74,2.94
0.7,"Very Good","E","SI1",63.2,60,2777,5.6,5.51,3.51
1.21,"Ideal","D","SI1",63,57,7589,6.82,6.76,4.28
2.24,"Premium","J","SI2",62.2,59,13827,8.37,8.33,5.19
0.9,"Very Good","H","VS2",62.6,59,5502,6.07,6.16,3.83
2.32,"Ideal","I","SI2",62,57,17676,8.49,8.45,5.25
0.32,"Ideal","I","VS2",61.5,54,466,4.43,4.45,2.73
1.02,"Premium","F","SI1",62.3,58,5398,6.46,6.38,4
1.53,"Very Good","H","SI1",63.1,56,7862,7.32,7.27,4.6
1.01,"Very Good","G","VS1",60.9,60,6669,6.47,6.43,3.93
2,"Ideal","H","SI2",59.7,57,11988,8.29,8.22,4.93
0.71,"Premium","E","VS2",62.1,59,2711,5.68,5.72,3.54
1.5,"Very Good","J","VVS2",61.5,60,8712,7.27,7.31,4.48
1.01,"Very Good","E","SI2",59.6,61,4355,6.56,6.59,3.92
1.09,"Premium","G","VS1",60.2,61,7422,6.71,6.64,4.02
1.01,"Premium","D","SI1",61.7,59,5210,6.4,6.43,3.96
0.9,"Very Good","H","VVS2",61.8,60,4617,6.11,6.15,3.79
1.69,"Ideal","D","SI1",60.8,57,15011,7.69,7.71,4.68
0.41,"Very Good","D","VS2",61.7,54,939,4.77,4.82,2.96
0.3,"Ideal","I","SI1",61.2,58,422,4.28,4.31,2.63
1.5,"Ideal","F","SI1",61.8,56,12389,7.27,7.34,4.52
0.29,"Ideal","F","VVS1",60.9,57,858,4.32,4.29,2.62
0.7,"Ideal","I","VS2",61.4,56,2270,5.72,5.75,3.52
0.55,"Ideal","F","VVS2",62,55,2268,5.26,5.29,3.27
0.36,"Premium","G","SI2",61.9,56,608,4.59,4.55,2.83
0.4,"Very Good","E","SI2",58.7,57,611,4.88,4.94,2.88
0.41,"Ideal","H","VS1",61.8,56,1061,4.81,4.77,2.96
0.87,"Fair","I","VS2",57.3,59,3166,6.29,6.44,3.65
0.52,"Very Good","G","VS2",63,55,1369,5.13,5.16,3.24
0.37,"Premium","F","VS2",59.8,59,957,4.66,4.63,2.78
0.55,"Ideal","H","SI1",62.2,54,1084,5.24,5.28,3.27
0.42,"Ideal","H","VS2",62.5,57,773,4.76,4.81,2.99
0.58,"Very Good","J","VS2",62.8,57,1090,5.28,5.33,3.33
0.5,"Very Good","J","SI1",63.3,60,963,4.99,4.97,3.15
1.02,"Good","D","SI2",63.8,59,3909,6.43,6.33,4.07
0.35,"Premium","E","SI1",60.7,59,788,4.57,4.52,2.76
1.01,"Premium","H","VS2",61.3,59,4959,6.44,6.48,3.96
1.69,"Premium","F","VS2",59.8,60,14242,7.79,7.74,4.64
0.34,"Ideal","E","VS1",61,57,1033,4.52,4.49,2.75
1.52,"Premium","G","VS2",61.9,56,13282,7.39,7.28,4.54
2.01,"Premium","H","SI2",62.5,62,11825,8.09,8.04,5.04
0.71,"Premium","J","VVS2",60.3,59,1843,5.79,5.82,3.5
0.33,"Ideal","D","VVS2",60.9,57,955,4.46,4.48,2.72
0.32,"Good","F","VS2",63.4,57,645,4.32,4.36,2.75
1.53,"Ideal","E","SI1",61.2,58,13324,7.39,7.44,4.54
1.02,"Premium","H","SI1",60.3,59,4558,6.5,6.44,3.9
0.72,"Ideal","G","SI2",61.9,57,2068,5.73,5.77,3.56
0.33,"Premium","G","VS2",61.9,59,579,4.4,4.46,2.74
0.83,"Ideal","H","SI2",61.1,59,2666,6.05,6.1,3.71
0.51,"Good","F","SI1",64,57,1274,5.06,5.01,3.22
0.31,"Ideal","D","VS2",62.2,56,942,4.36,4.32,2.7
0.32,"Premium","J","VS1",61.7,58,540,4.4,4.38,2.71
1.71,"Very Good","I","SI1",62.4,59,10681,7.63,7.6,4.75
0.85,"Fair","J","I1",65.5,59,1334,5.95,5.82,3.86
0.71,"Very Good","I","VS1",61.1,57,2332,5.75,5.8,3.53
0.28,"Ideal","E","VVS2",62.1,56,828,4.21,4.19,2.61
1.16,"Very Good","I","SI1",62.7,57,4785,6.67,6.76,4.21
1.16,"Ideal","G","IF",62,57,9901,6.7,6.73,4.16
1,"Premium","H","I1",60.4,61,1932,6.39,6.32,3.84
1.31,"Premium","I","VS1",61.9,56,5759,7.07,6.98,4.35
0.73,"Ideal","H","SI1",62.9,58,2377,5.72,5.75,3.61
1.22,"Premium","F","VVS1",61.9,58,11830,6.85,6.81,4.23
1.09,"Premium","D","SI1",61.6,58,5799,6.61,6.57,4.06
0.3,"Ideal","F","IF",61.7,56,873,4.31,4.35,2.67
1.01,"Very Good","G","VS2",63.2,57,5701,6.35,6.3,4
1.1,"Premium","E","SI1",62.9,58,5773,6.62,6.55,4.14
1.24,"Ideal","H","VS1",62.1,56,8299,6.85,6.88,4.26
0.71,"Fair","D","SI1",55.5,62,2086,6,5.97,3.32
1.01,"Ideal","F","SI1",61.7,56,5932,6.45,6.48,3.99
0.41,"Good","H","SI1",63.8,56,683,4.69,4.74,3.01
0.58,"Ideal","F","VVS2",62.2,56,2509,5.32,5.35,3.32
1.09,"Ideal","F","SI2",61.6,54,3882,6.69,6.62,4.1
0.7,"Premium","E","VS1",62.7,60,2695,5.64,5.59,3.52
0.96,"Premium","E","SI2",62.8,60,3016,6.3,6.24,3.94
0.35,"Very Good","D","VVS2",60,58,835,4.57,4.59,2.75
2.53,"Ideal","I","SI1",62.4,57,16709,8.68,8.59,5.39
1.24,"Ideal","D","SI1",61.9,56,6805,6.9,6.87,4.26
0.4,"Premium","G","SI1",61.7,61,864,4.68,4.63,2.87
0.32,"Ideal","G","IF",61,56,918,4.41,4.44,2.7
0.91,"Premium","I","SI1",60.8,59,2475,6.23,6.2,3.78
0.45,"Premium","I","SI1",62.2,58,941,4.89,4.86,3.03
0.34,"Ideal","I","VS1",62.4,55,689,4.51,4.47,2.8
1.76,"Premium","E","SI2",62.1,58,9580,7.7,7.62,4.74
0.29,"Ideal","F","VVS1",61.1,57,715,4.26,4.29,2.61
0.71,"Ideal","I","VS1",62,58,2266,5.75,5.72,3.55
0.51,"Premium","G","VVS1",60.1,56,2111,5.35,5.16,3.16
0.74,"Very Good","H","VS1",61.4,56,2956,5.81,5.84,3.57
0.31,"Ideal","G","IF",61.9,54,891,4.35,4.37,2.7
0.91,"Good","F","SI1",58,57,4067,6.36,6.47,3.72
0.28,"Very Good","F","VS2",61.7,58,487,4.17,4.19,2.58
0.6,"Ideal","H","VS1",62,53,1772,5.44,5.46,3.38
1.71,"Premium","H","VS2",59.2,61,10084,7.83,7.77,4.62
0.7,"Very Good","H","VS2",63.6,56,2312,5.6,5.63,3.57
1.01,"Ideal","G","VVS1",61.1,56,8647,6.51,6.49,3.97
0.38,"Very Good","I","VS2",61.7,56,680,4.65,4.68,2.88
1.02,"Premium","F","VS1",60.8,59,7539,6.46,6.49,3.94
